Unnamed: 0,제목,날짜,본문
80,"한경 AI경제연구소 자문委 출범…""AI노믹스 나침반 될 것""",2021.01.25.,"대학과 연구기관, 산업 현장 전문가 19인으로 구성된 위원회는 향후 대한민국 4차 산업혁명을 이끌어갈 인공지능(AI) 생태계의 발전 방안과 과제에 대해 깊이 있게 논의할 예정이다. 학계와 기업의 원천기술 개발은 물론 산업 활용, 법제, 윤리 이슈 등 ‘AI 노믹스’가 대면한 여러 가지 현안을 통해 국가와..."
81,"안철경 보험연구원장 ""보험업계 위한 디지털 윤리 가이드라인 만들 것""",2021.01.14.,"우선 빠르게 변하는 디지털 경제 전환에 대비해 보험업계를 위한 디지털 윤리 가이드라인을 마련하기로 했다. 이는 디지털 보험회사 진입·활성화와 알고리즘 감독 등에 대비한 조치다. 온·오프라인 채널 통합, 온라인 보험서비스 등 경쟁촉진, 인공지능(AI) 활용, 판매채널 관점에서 업계 혁신을 지원하는..."
82,'제2 이루다' 아른거리는 안면인식 AI,2021.01.14.,"신기술 경쟁의 장에서 인공지능 윤리가 화두가 된 것이다. 미국에선 IBM, 아마존, MS 등이 잇따라 안면인식 사업을 철회했다. 미국 AI면접업체 HireVue는 안면인식 기술이 논란이 되자 지난 12일 해당 기능 중단을 선언했다. 지난해 8월 한국법학원 학술저널 '저스티스'에 게재된 '안면인식정보 보호 및 안면인식기술..."
83,"'이루다'중단에 이재웅 ""AI가 차별·혐오 조장하는지 점검하자""",2021.01.14.,"""포괄적 차별금지법 제정으로 인간의 규범·윤리도 보완해야"" 인공지능(AI) 챗봇 '이루다'가 논란 끝에 서비스 잠정 중단을 결정하자 이재웅 전 쏘카 대표가 ""AI가 차별·혐오를 조장하지 않는지 사회적으로 점검할 때""라고 의견을 냈다. 다음(Daum) 창업자로 국내 IT분야 개척자 중 한 명인 이 전 대표는 12일 0시께..."
84,[안현실 칼럼] 챗봇 '이루다' 때문에 AI 때려잡자고?,2021.01.14.,“안전하고 윤리적이고 책임감 있는 인공지능(AI)을 만들려면 엔지니어가 기술적 능력과 윤리적인 감수성을 가져야 한다. AI의 부작용을 모두 막는 것은 불가능하다. AI의 부작용을 최소화하면서 이점을 극대화하는 방향으로 가야 한다.” 한국에 AI의 씨를 뿌린 개척자 김진형 KAIST 명예교수 겸 중앙대...
85,"`이루다` 논란 커지자 … 방통위, AI윤리 법체계 손본다",2021.01.14.,"민간 모범사례 적극 발굴 통해 이용자 보호 실행지침 구체화 책임소재·구제절차 포괄할 듯 AI(인공지능) 챗봇 이루다를 둘러싼 윤리논란이 증폭되면서, 방송통신위원회가 AI 이용자 보호를 위한 구체적 실행지침을 마련하고, 책임소재, 권리구제 절차를 포괄하는 등 법체계 정비에 나선다. 방통위는 이루다..."
92,3분 진단키트 세계 최초 상용화…AI인재 1.6만명 양성(종합),2021.01.12.,"최근 AI 챗봇 `이루다` 논란이 불거지면서 인공지능 활용을 촉진하기 위한 신뢰 기반을 조성하기 위해 올해 상반기 내 인공지능 윤리기준 관련 자율점검이 가능한 체크리스트를 제작·보급하고, 교육 프로그램을 개발할 방침이다. 강도현 정보통신정책관은 “인공지능 윤리기준 문제는 굉장히 복합적이고..."
93,"[김은영의 영상 뽀개기] 알고리즘에 윤리를 더하라, '소셜딜레마'",2021.01.25.,"인공지능(AI)이 중립적일 것이라는 신화, 개발자의 가치관을 따라갈 수밖에 없는 한계를 우리는 얼마 전 'AI 챗봇 이루다'의 퇴출 논란을 겪으면서... 차별과 편향으로부터 이용자를 보호할 수 있는 알고리즘의 윤리적 활용, 그 가운데 성인지 감수성을 지닌 알고리즘으로 나아가는 방향을 모색하는 또 다른..."
94,“‘초대형 인공지능’ 만들어 AI 주권 지킬 겁니다”…700페타플롭스급 슈퍼...,2021.01.25.,"- AI 개발 이끄는 하정우·성낙호 네이버 책임리더…“기술 내재화로 중소상공인과 동반 성장” 글로벌 인공지능(AI)의 주도권을 잡기 위해 전 세계의... 가능한 AI’, ‘AI 편향성’을 파악하는 데도 역량을 모은다. 미래 사업인 ‘헬스 케어’ 분야도 담당한다. 특히 편향성(bias) 문제는 AI 윤리 차원에서..."
96,"'케이티', 새해 AI·로봇 특급인재 영입 총력전··· ’AI로 승부수’",2021.01.26.,"한보형 교수는 인공지능 최신 기술 연구개발 및 딥러닝 연구, AI와 기계학습과 관련해 사회적·윤리적 이슈를 해결할 수 있는 기술개발 방향에 대한 자문역을 담당한다. 그리고 한 교수는 KT가 글로벌 AI Top Tier 기업으로 도약할 수 있도록 하며, KT가 4차 산업혁명 시대를 주도해나가는 기업으로 성장하도록..."
97,"인공지능윤리협회 “AI 챗봇 ‘이루다’, 서비스 중단해야”",2021.01.11.,"한국인공지능윤리협회는 11일 성명서에서 “AI 챗봇으로 AI의 편향성, 개인정보 유출, 악용 등 AI 윤리 문제가 논란이 됐다”며 “AI 서비스를 만드는 기업들과 이용자들이 AI 윤리 필요성과 중요성을 아직 인식하지 못하는 상황”이라고 밝혔다. 이어 “AI에 학습되는 빅데이터는 신뢰할 수 있고 편향적이지..."
98,"'AI 이루다' 서비스 잠정 중단…""차별·혐오 개선하겠다""(종합)",2021.01.11.,"개인정보 유출에 관해선 ""구체적 정보 삭제했고 익명화 강화했다"" ""편향 대화 검출 모델 공개할 것…AI 윤리 발전에 기여하고 싶다"" 혐오 발언 및 개인정보 유출 등의 논란에 휩싸인 인공지능(AI) 챗봇 '이루다'가 서비스를 잠정 중단한다. 이루다 개발사인 스타트업 스캐터랩은 11일 오후 보도자료를 내 ""부족한..."
99,"""AI 윤리 체크리스트 제작·보급…AI 신뢰 기반 조성""",2021.01.11.,"과학기술정보통신부가 올해 AI(인공지능) 윤리 및 신뢰성 확보에 힘을 쏟는다. 상반기 중 AI 윤리기준이 폭넓게 활용될 수 있도록 자율점검이 가능한 체크리스트를 제작·보급하고 교육 프로그램 개발에 나선다. 또 AI 신뢰성을 높이고자 설명 가능성과 공정성을 높인 기술을 개발하고, 민간이 자체적으로..."
100,방통위 '이루다' 논란 막는다…AI 윤리교육 내년 사업자 확대,2021.01.11.,"방송통신위원회가 최근 인공지능(AI) 챗봇 '이루다' 논란 등에 따라 2022년부터는 AI 윤리교육 지원대상을 이용자에서 사업자로까지 확대키로 했다. 방송통신위원회(위원장 한상혁)는 사람중심의 AI 서비스가 제공되고, AI 서비스가 활용되는 과정에서 이용자 보호원칙이 지켜질 수 있도록, 이용자‧사업자 대상..."
101,이루다의 추락…AI에 윤리가 필요한 이유,2021.01.11.,"무자비한 알고리즘 / 디카타리나 츠바이크 지음 / 유영미 옮김 / 니케북스 펴냄 / 1만8000원 수년 전 바둑 인공지능(AI) '알파고'가 수많은 프로 바둑기사를... 스타트업 스캐터랩이 만든 AI 채팅로봇 '이루다'가 이달 초 혐오 표현, 개인정보 침해 등 논란을 일으키며 AI의 윤리성에 대한 논의가 대중적으로 대두됐다...."
102,AI 챗봇 ‘이루다’ 결국 서비스 중단 [종합],2021.01.11.,한국인공지능윤리협회는 ‘AI챗봇의 AI윤리 문제 공식 성명서’를 통해 “AI 윤리 가이드라인을 지키지 못하고 출시한 AI 챗봇 서비스에 대해 추후 AI 윤리 가이드라인을 확인·적용하고 개선한 후 재출시하기를 촉구한다”고 밝혔다. 이세현 온라인기자
103,‘이루다’가 쏘아 올린 차별금지..AI 윤리 법제화 말도 안돼,2021.01.14.,"(사진= 스캐터랩 홈페이지) 인공지능(AI)에 윤리기준을 만들고 법제화해야 할까. 성희롱과 혐오 발언, 개인정보 유출 논란으로 여론의 뭇매를 맞은 AI 챗봇 ‘이루다’가 지난 11일 서비스를 중단하고 서비스 개선에 나서기로 하면서 AI 윤리기준을 법으로 강제해야 한다는 주장까지 나온다. 하지만 전문가들은..."
104,"구현모 KT 대표, AI·로봇 특급인재 영입 총력…“AI 일류 기업 도약”",2021.01.14.,"한 교수는 인공지능 최신 기술 연구개발 및 딥러닝 연구, AI와 기계학습과 관련해 사회적·윤리적 이슈를 해결할 수 있는 기술개발 방향에 대한 자문역을 담당한다. 또한 KT가 글로벌 AI 탑 티어 기업으로 도약하고 4차 산업혁명 시대를 주도해나가는 기업으로 성장할 수 있도록 도울 방침이다. KT는..."
105,"한국인공지능윤리협회 ""이루다 재 출시 해야""",2021.01.11.,"결론적으로, AI 기업들은 AI 제품과 서비스 출시 전 인공지능 윤리헌장 등 AI윤리 가이드라인을 확인하고 적용한 후 출시해야 한다. 이러한 인공지능 윤리의 적용과 준수는 기업 스스로가 자율적으로 지키고 준수하는 것이 중요하다. 또한 AI 제품과 서비스 출시 전 최종적으로 중립적인 AI 윤리 전문 검수..."
106,3주만에 떠난 'AI 친구 이루다'…윤리·개인정보 등 숙제 남겨,2021.01.11.,"한국인공지능윤리협회는 ""AI 기업이 AI 윤리 중요성을 인식해야 하며, 소비자도 AI 서비스를 올바르게 사용해야 한다""며 ""청소년 시기부터 AI 개발 및 사용 윤리를 가르치고, 새로운 AI 윤리 이슈를 시민에게 교육해야 한다""고 의견을 냈다. 스캐터랩은 이루다 데이터베이스와 딥러닝 모델을 모두 폐기하겠다고..."
107,개인정보 무단이용 의혹까지… AI 챗봇의 퇴출,2021.01.11.,인공지능(AI) 윤리 논란을 일으킨 AI 챗봇 서비스 ‘이루다’가 잠정 중단됐다. 서비스가 시작된 지 19일 만이다. 운영사가 챗봇 개발 과정에서 개인정보를 무단으로 이용했다는 의혹까지 나와 정부 당국의 조사가 시작될 것으로 전망된다. 이루다 운영사인 스캐터랩은 11일 “부족한 점을 집중 보완할 수 있도록...
109,"AI 챗봇 심심이, 악플과 악용 등 문제점 대응 위해 나쁜말 필터기술 DBSC 적용",2021.01.12.,"인공지능(AI) 챗봇 기업 '심심이'의 악성 글, 악플 탐지 기능이 관심받고 있다. 최근 AI 챗봇에 대한 악용 및 윤리적 문제가 수면 위로 떠오르면서 이와 관련된 필터링 솔루션이 주목을 받게 된 것이다. AI 챗봇의 악용 사례는 이미 지난 2016년 등장한 바 있다. 마이크로소프트(MS)가 AI 챗봇 '테이(Tay)'를..."
110,"구현모 KT 대표, 디지코 도약 가속…국내외 AI·로봇 인재 영입",2021.01.12.,"한 교수는 인공지능 최신 기술 연구개발 및 딥러닝 연구, AI와 기계학습과 관련해 사회적·윤리적 이슈를 해결할 수 있는 기술개발 방향에 대한 자문역을 담당하기로 했다. 또한 글로벌 AI Top Tier 기업으로 도약할 수 있도록 하며, KT가 4차 산업혁명 시대를 주도해나가는 기업으로 성장할 수 있도록..."
111,"[이성엽의 IT프리즘]'이루다'가 남긴 과제…""AI는 현재의 우리와 닮았다""",2021.01.25.,"이성엽 고려대 기술경영전문대학원 교수/기술법정책센터 센터장 = 20대 여자 대학생을 캐릭터로 한 대화형 인공지능(AI) 챗봇 이루다가 소수자 차별, 혐오... 이번 이슈의 해결책으로 많이 이야기되는 것이 AI 윤리의 강화다. 그동안 국내외적으로 수없이 많은 AI 윤리기준이 발표되었다. 그 내용은 대동소이하다...."
112,인공지능 이루다 12일 6시 중단 “사용자는 학습못시켜”,2021.01.25.,"인공지능 이루다를 개발한 스캐터랩은 12일 오전 11시부터 순차적으로 서비스가 중단돼 오후 6시까지 전면 중단을 완료한다고 밝혔다. 중단 기간에... 있다면, AI가 스스로 윤리의식이나 도덕적 기준을 정립하고 적절한 판단을 내릴 수 있다”고 전망했다. 한편 스캐터랩은 사용자는 이루다를 실시간으로 학습시킬..."
113,"AI 챗봇 '이루다' 논란에…방통위, AI 법체계 손본다",2021.01.12.,인공지능(AI) 챗봇 '이루다'가 성적 발언 및 개인정보 유출 논란에 휩싸인 가운데 방송통신위원회(이하 방통위)가 AI 관련 법체계 정비에 나선다.... 방통위는 이 과정에서 기업들의 AI 서비스 개발이 위축되는 것을 방지하기 위해 현재 기업들이 실천 중인 AI 윤리 관련 모범사례를 찾아 실행지침을 마련한다는...
114,"이재웅 ""AI 챗봇 '이루다' 중단 환영…차별금지법 제정해야""",2021.01.14.,다음 창업자인 이재웅 전 쏘카 대표는 20세 여대생을 모델로 개발된 인공지능(AI) 챗봇 '이루다' 서비스의 잠정 중단 결정을 환영하고 이루다 사태를 계기로 AI 윤리는 물론 포괄적 차별금지법 제정 등을 통해 AI를 학습시키는 우리 인간들의 규범과 윤리도 점검해봐야 한다고 주장했다. 12일 IT 업계에 따르면 이 전...
115,"AI 챗봇 '이루다' 논란에 방통위 ""AI 윤리규범 구체화""",2021.01.14.,"최근 인공지능(AI) 챗봇 '이루다'를 중심으로 한 여러 윤리적 논란이 터져나온 가운데 방송통신위원회는 AI서비스가 활용되는 과정에서 '사람중심의 AI서비스'가 제공될 수 있도록 'AI 윤리규범'을 구체화하는 방안을 추진할 계획이라고 밝혔다. 14일 방통위는 ""근래 AI 채팅로봇의 혐오·차별적인 표현, AI..."
117,"CNN ""25년전 사망한 전설적 가수가 되살아난다""…한국 모창 AI 주목 보도",2021.01.14.,방영예정인 인공지능(AI) 특집 프로그램을 소개하고 한국에서 화두로 떠오른 AI이슈를 조명했다.CNN은 29일(한국시간) 한국의 한 방송사가 신년특집... 음악계와 AI기술의 만남은 이처럼 팬들 사이에서 호응을 얻고 있지만 일각에선 윤리적·법적 기준이 모호하고 범죄에 악용될 가능성이 있다는 지적이...
